id,title,genres,cast,overview,production_companies,director_name
77877,The Lucky One,"['Drama', 'Romance']","['Logan Thibault', 'Nana']",us marine sergeant logan thibault returns from his third tour of duty in iraq with the one thing he credits with keeping him alivea photograph he found of a woman he doesnt even know learning her name is beth and where she lives he shows up at her door and ends up taking a job at her familyrun local kennel despite her initial mistrust and the complications in her life a romance develops between them giving logan hope that beth could be much more than his good luck charm,"['Village Roadshow Pictures', 'DiNovi Pictures', 'Warner Bros.', 'Langley Park Production']",['Scott Hicks']
1265,Bridge to Terabithia,"['Adventure', 'Drama', 'Family']","['Jess Aarons', 'Leslie Burke']",jesse aarons trained all summer to become the fastest runner in school so hes very upset when newcomer leslie burke outruns him and everyone else despite this and other differences including that shes rich hes poor and shes a city girl hes a country boy the two become fast friends together they create terabithia a land of monsters trolls ogres and giants and rule as king and queen,"['Walden Media', 'Hal Lieberman Company', 'Lauren Levine Productions Inc.']",['Gábor Csupó']
866,Finding Neverland,['Drama'],"['Sir James Matthew Barrie', 'Sylvia Llewelyn Davies']",finding neverland is an amusing drama about how the story of peter pan and neverland came to be during a writing slump play writer jm barrie meets the widowed sylvia and her three children who soon become an important part of barries life and the inspiration that lead him to create his masterpiece peter pan,"['Miramax Films', 'Film Colony']",['Marc Forster']
175555,A Madea Christmas,"['Comedy', 'Drama']","['Madea', 'Eileen']",madea dispenses her unique form of holiday spirit on rural town when shes coaxed into helping a friend pay her daughter a surprise visit in the country for christmas,['Lions Gate'],['Tyler Perry']
75174,The Grey,"['Action', 'Drama', 'Thriller']","['John Ottway', 'Jerome Talget']",an oil drilling team struggles to survive after a plane crash strands them in the wilds of alaska hunting them is a pack of wolves that sees them as intruders,"['Scott Free Productions', '1984 Private Defense Contractors', 'LD Entertainment', 'Open Road Films', 'Inferno Distribution', 'Chambara Pictures']",['Joe Carnahan']
11096,Hide and Seek,"['Horror', 'Mystery', 'Thriller']","['David Callaway', 'Emily Callaway']",david callaway tries to piece together his life in the wake of his wifes suicide and has been left to raise his nineyearold daughter emily on his own david is at first amused to discover that emily has created an imaginary friend named charlie but it isnt long before charlie develops a sinister and violent side and as david struggles with his daughters growing emotional problems he comes to the frightening realisation that charlie isnt just a figment of emilys imagination,"['Twentieth Century Fox Film Corporation', 'Fox 2000 Pictures', 'Josephson Entertainment', 'MBC Beteiligungs Filmproduktion']",['John Polson']
8699,Anchorman: The Legend of Ron Burgundy,['Comedy'],"['Ron Burgundy', 'Veronica Corningstone']",its the 1970s and san diego supersexist anchorman ron burgundy is the top dog in local tv but thats all about to change when ambitious reporter veronica corningstone arrives as a new employee at his station,['Apatow Productions'],['Adam McKay']
769,GoodFellas,"['Drama', 'Crime']","['James Conway', 'Henry Hill']",the true story of henry hill a halfirish halfsicilian brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a mafia family under the guidance of jimmy conway,['Winkler Films'],['Martin Scorsese']
10923,Agent Cody Banks,['Action'],"['Cody Banks', 'Natalie Connors']",recruited by the us government to be a special agent nerdy teenager cody banks must get closer to cute classmate natalie in order to learn about an evil plan hatched by her father but despite the agent persona cody struggles with teen angst,"['Splendid Pictures', 'Maverick Films', 'Metro-Goldwyn-Mayer (MGM)', 'Dylan Sellers Productions', 'Madacy Entertainment']",['Harald Zwart']
11283,Nanny McPhee,"['Fantasy', 'Comedy', 'Family']","['Nanny McPhee', 'Mr. Brown']",widower cedric brown colin firth hires nanny mcphee emma thompson to care for his seven rambunctious children who have chased away all previous nannies taunted by simon thomas sangster and his siblings nanny mcphee uses mystical powers to instill discipline and when the childrens greataunt and benefactor lady adelaide stitch angela lansbury threatens to separate the kids the family pulls together under the guidance of nanny mcphee,"['Universal Pictures', 'Three Strange Angels', 'Studio Canal', 'Metro-Goldwyn-Mayer (MGM)', 'Working Title Films', 'Nanny McPhee Productions']",['Kirk Jones']
111,Scarface,"['Action', 'Crime', 'Drama', 'Thriller']","['Tony Montana', 'Manny Ribera']",after getting a green card in exchange for assassinating a cuban government official tony montana stakes a claim on the drug trade in miami viciously murdering anyone who stands in his way tony eventually becomes the biggest drug lord in the state controlling nearly all the cocaine that comes through miami but increased pressure from the police wars with colombian drug cartels and his own drugfueled paranoia serve to fuel the flames of his eventual downfall,['Universal Pictures'],['Brian De Palma']
11676,Nothing to Lose,"['Action', 'Adventure', 'Comedy']","['Nick Beam', 'Terrence Paul ""T-Paul"" Davidson']",advertising executive nick beame learns that his wife is sleeping with his employer in a state of despair he encounters a bumbling thief whose attempted carjacking goes awry when nick takes him on an involuntary joyride soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robberyrevenge scheme but it turns out that some other criminals in the area dont appreciate the competition,['Touchstone Pictures'],['Steve Oedekerk']
746,The Last Emperor,"['Drama', 'History']","['Puyi', 'Reginal Flemming Johnson']",a dramatic history of pu yi the last of the emperors of china from his lofty birth and brief reign in the forbidden city the object of worship by half a billion people through his abdication his decline and dissolute lifestyle his exploitation by the invading japanese and finally to his obscure existence as just another peasant worker in the peoples republic,"['Columbia Pictures', 'Hemdale Film Corporation', 'Recorded Pictures Company', 'Soprofilms', 'TAO Film', 'Yanco']",['Bernardo Bertolucci']
77866,Contraband,"['Thriller', 'Action', 'Drama', 'Crime']","['Chris Farraday', 'Kate Farraday']",when his brotherinlaw runs afoul of a drug lord family man chris farraday turns to a skill he abandoned long ago  smuggling  to repay the debt but the job goes wrong and farraday finds himself wanted by cops crooks and killers alike,"['Universal Pictures', 'StudioCanal', 'Relativity Media', 'Leverage Management', 'Closest to the Hole Productions', 'Farraday Films', 'Leverage Entertainment', 'Working Title Films', 'Blueeyes Productions']",['Baltasar Kormákur']
9416,Money Talks,"['Action', 'Adventure', 'Comedy']","['Franklin Hatchett', 'James Russell']",money talks is a 1997 american comedy film directed by brett ratner sought by police and criminals a smalltime huckster makes a deal with a tv newsman for protection,['New Line Cinema'],['Brett Ratner']
7345,There Will Be Blood,['Drama'],"['Daniel Plainview', 'Paul Sunday / Eli Sunday']",when ruthless oil prospector daniel plainview learns of oilrich land in california that can be bought cheaply he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property using his young adopted son to project the image of a caring family man plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish over time plainviews gradual accumulation of wealth and power causes his true self to surface and he begins to slowly alienate himself from everyone in his life,"['Miramax Films', 'Ghoulardi Film Company', 'Paramount Vantage']",['Paul Thomas Anderson']
14317,The Wild Thornberrys Movie,"['Animation', 'Adventure', 'Family']","['Eliza Thornberry (voice)', 'Darwin (voice)']",eliza and debbie are two sisters who dont always get along but their relationship is put to the test when debbies life is in danger and eliza might have to give up her power to talk to animals,"['Paramount Pictures', 'Nickelodeon Movies', 'Paramount Animation']","['Cathy Malkasian', 'Jeff McGrath']"
20694,Rugrats Go Wild,"['Animation', 'Family']","['Tommy Pickles', 'Chuckie Finster']",rugrats go wild is a 2003 crossover animated film with two animated nickelodeon television series rugrats and the wild thornberrysthe film was produced by klasky csupo and released in theaters on june 13 2003 by paramount pictures and nickelodeon movies it also makes this the rugrats series finale after the show ceased production as there are currently no further rugrats movies in production rugrats go wild stands as the final rugrats film it is the only nickelodeon film to be a crossover although it is a crossover film it is primarily a rugrats movie as the main plot focuses on the those charactersthe rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island with the jungle as their new backyard the babies reace wildly from one dangerous adventure to the nextsoon to discover that someone else is on the island its the wild thornberryson an island adventure of their own,"['Nickelodeon Movies', 'Paramount Animation']","['Norton Virgien', 'John Eng']"
12277,Undercover Brother,"['Action', 'Comedy']","['Undercover Brother', 'Mr. Feather']",an afroamerican organization the brotherhood is in permanent fight against a white organization the man defending the values of the black people in north america when the afroamerican candidate gen warren boutwell behaves strangely in his presidential campaign undercover brother is hired to work undercover for the man and find what happened with the potential candidate,['Universal Pictures'],['Malcolm D. Lee']
9779,The Sisterhood of the Traveling Pants,"['Drama', 'Comedy']","['Tibby Rollins', 'Lena Kaligaris']",four best friends tibby lena carmen amp bridget who buy a mysterious pair of pants that fits each of them despite their differing sizes and makes whoever wears them feel fabulous when faced with the prospect of spending their first summer apart the pals decide theyll swap the pants so that each girl in turn can enjoy the magic,"['DiNovi Pictures', 'Alcon Entertainment', 'Alloy Entertainment']",['Ken Kwapis']
2140,Kiss of the Dragon,"['Action', 'Crime', 'Thriller']","['Liu Jian', 'Jessica Kamen']",liu jian an elite chinese police officer comes to paris to arrest a chinese drug lord when jian is betrayed by a french officer and framed for murder he must go into hiding and find new allies,"['Twentieth Century Fox Film Corporation', 'Current Entertainment', 'Immortal Entertainment', 'Canal+', 'EuropaCorp', 'Quality Growth International Ltd.']",['Chris Nahon']
12620,The House Bunny,"['Romance', 'Comedy']","['Shelley', 'Natalie']",shelley is living a carefree life until a rival gets her tossed out of the playboy mansion with nowhere to go fate delivers her to the sorority girls from zeta alpha zeta unless they can sign a new pledge class the seven socially clueless women will lose their house to the scheming girls of phi iota mu in order to accomplish their goal they need shelley to teach them the ways of makeup and men at the same time shelley needs some of what the zetas have  a sense of individuality the combination leads all the girls to learn how to stop pretending and start being themselves,"['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media', 'Alta Loma Entertainment']",['Fred Wolf']
14177,Beauty Shop,"['Comedy', 'Romance']","['Gina Norris', 'Lynn']",you thought youd heard it all in the barbershop but you havent heard anything yet  the women get their own chance to shampoo shine and speak their minds in beauty shop,['Metro-Goldwyn-Mayer (MGM)'],['Bille Woodruff']
198185,Million Dollar Arm,['Drama'],"['J. B. Bernstein', 'Tom House']",in a lastditch effort to save his career sports agent jb bernstein jon hamm dreams up a wild game plan to find major league baseballs next great pitcher from a pool of cricket players in india he soon discovers two young men who can throw a fastball but know nothing about the game of baseball or america its an incredible and touching journey that will change them all  especially jb who learns valuable lessons about teamwork commitment and family,['Walt Disney Pictures'],['Craig Gillespie']
227156,The Giver,"['Drama', 'Science Fiction']","['The Giver', 'Chief Elder']",in a seemingly perfect community without war pain suffering differences or choice a young boy is chosen to learn from an elderly man about the true pain and pleasure of the real world,"['The Weinstein Company', 'Walden Media', 'Tonik Productions', 'Asis Productions']",['Phillip Noyce']
10735,What a Girl Wants,['Comedy'],"['Daphne Reynolds', 'Henry Dashwood']",an american girl daphne heads to europe in search of the father shes never met but instead of finding a british version of her bohemian mother she learns the love of her moms life is an uptight politician the only problem now is that her longlost dad is engaged to a fiercely territorial social climber with a daughter who makes daphnes life miserable,"['DiNovi Pictures', 'Gerber Pictures', 'Gaylord Films', 'Warner Bros.', 'Sloane Square Films', 'HSI Tomorrow Film']",['Dennie Gordon']
11351,Jeepers Creepers 2,"['Horror', 'Thriller']","['Jack Taggart, Sr.', 'The Creeper']",after 23 horrifying days of gorging on human flesh an ancient creature known as the creeper embarks on a final voracious feeding frenzy terrorizing a group of varsity basketball players cheerleaders and coaches stranded on a remote highway when their bus breaks down the terrified group is forced to come together and do battle against the winged creature hellbent on completing its grizzly ritual,"['United Artists', 'American Zoetrope', 'Myriad Pictures', 'Jeepers Creepers II']",['Victor Salva']
10030,Good Luck Chuck,"['Comedy', 'Drama', 'Romance']","['Dr. Charlie Logan', 'Cam Wexler']",cursed since childhood dentist charlie kagan cannot find the right woman even worse he learns that each of his exgirlfriends finds true love with the man she meets after her relationship with him ends hearing of charlies reputation as a goodluck charm women from all over line up for a quick tryst but when charlie meets the woman of his dreams he must find a way to break the curse or risk losing her to the next man she meets,"['Lionsgate', 'Karz Entertainment']",['Mark Helfrich']
10623,Cradle 2 the Grave,"['Action', 'Crime', 'Drama']","['Su', 'Anthony Fait']",gang leader tony pulls off a major diamond heist with his crew but copturnedcriminal ling knows who has the loot and responds by kidnapping tonys daughter and holding her for ransom unfortunately tonys lost the diamonds as well as he frantically searches for his daughter and the jewels tony pairs with a highkicking government agent who once worked with ling and seeks revenge on him,"['Silver Pictures', 'Warner Bros.']",['Andrzej Bartkowiak']
590,The Hours,['Drama'],"['Virginia Woolf', 'Laura Brown']",the hours is the story of three women searching for more potent meaningful lives each is alive at a different time and place all are linked by their yearnings and their fears their stories intertwine and finally come together in a surprising transcendent moment of shared recognition,"['Paramount Pictures', 'Miramax Films', 'Scott Rudin Productions']",['Stephen Daldry']
9655,She's the Man,"['Comedy', 'Drama', 'Family', 'Romance']","['Viola', 'Duke']",viola johnson is in a real jam complications threaten her scheme to pose as her twin brother sebastian and take his place at a new boarding school she falls in love with her handsome roommate duke who loves beautiful olivia who has fallen for sebastian as if that were not enough violas twin returns from london ahead of schedule but has no idea that his sister has already replaced him on campus,"['DreamWorks SKG', 'Lakeshore Entertainment']",['Andy Fickman']
1268,Mr. Bean's Holiday,"['Family', 'Comedy']","['Mr. Bean', 'Stepan']",mr bean wins a trip to cannes where he unwittingly separates a young boy from his father and must help the two reunite on the way he discovers france bicycling and true love among other things,"['Tiger Aspect Productions', 'Working Title Films']",['Steve Bendelack']
11237,Anacondas: The Hunt for the Blood Orchid,"['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']","['Bill Johnson', 'Sam Rogers']",the blood orchid  a rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it led by a twofisted soldier of fortune a scientific expedition is sent deep into the jungles of borneo to locate and bring back samples of the legendary plant battling their way upriver the explorers brave poisonous insects ferocious crocodiles and savage headhunters unaware theyre being stalked by an even greater danger a nest of giant anacondas voracious fiftyfootlong flesheaters wholl stop at nothing to protect their breeding ground the blood orchids home,"['Screen Gems', 'Middle Fork Productions']",['Dwight H. Little']
190955,Blood Ties,"['Thriller', 'Crime', 'Drama']","['Chris Pierzynski', 'Frank']",two brothers on either side of the law face off over organized crime in brooklyn during the 1970s,"['Wild Bunch', 'LGM Productions', 'Les Productions du Trésor', 'Mars Distribution', 'Canal+', 'France Télévision', 'Worldview Entertainment', 'Ciné+', 'M6', 'France 3 Cinema', 'Caneo Films', 'Grisbi Productions', 'France 4', 'W9', 'Chi-Fou-Mi Productions', 'Treasure Company']",['Guillaume Canet']
5123,August Rush,['Drama'],"['August Rush', 'Lyla Novacek']",a drama with fairy tale elements where an orphaned musical prodigy uses his gift as a clue to finding his birth parents,"['Warner Bros.', 'CJ Entertainment', 'Southpaw Entertainment']",['Kirsten Sheridan']
4518,Elizabeth,"['Drama', 'History']","['Elisabeth I', 'Sir Francis Walsingham']",the story of the ascension to the throne and the early reign of queen elizabeth the first the endless attempts by her council to marry her off the catholic hatred of her and her romance with lord robert dudley,"['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",['Shekhar Kapur']
11932,Bride of Chucky,"['Horror', 'Comedy']","['Chucky', 'Tiffany']",chucky hooks up with another murderous doll the bridal gownclad tiffany for a route 66 murder spree with their unwitting hosts,"['Universal Pictures', 'Midwinter Productions Inc.']",['Ronny Yu']
11165,Tora! Tora! Tora!,"['History', 'Action', 'Drama', 'Adventure', 'War']","['Admiral Husband E. Kimmel', 'Vice-Admiral Isoroku Yamamoto']",in the summer of 1941 the united states and japan seem on the brink of war after constant embargos and failed diplomacy come to no end tora tora tora named after the code words use by the lead japanese pilot to indicate they had surprised the americans covers the days leading up to the attack on pearl harbor which plunged america into the second world war,['Twentieth Century Fox Film Corporation'],"['Richard Fleischer', 'Kinji Fukasaku', 'Toshio Masuda']"
6116,Spice World,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']","['Victoria', 'Melanie B']",the film follows the spice girls and their entourage mostly fictional characters  manager clifford his assistant deborah filmmaker piers who is trying to shoot a documentary on the real spice girls and others in their everyday life,['Columbia Pictures Corporation'],['Bob Spiers']
57431,The Sitter,['Comedy'],"['Karl', 'Noah Jaybird']",noah is not your typical entertainthekidsnomatterhowboringitis kind of sitter hes reluctant to take a sitting gig hed rather well be doing anything else especially if it involves slacking when noah is watching the neighbors kid he gets a booty call from his girlfriend in the city to hook up with her noah takes to the streets but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord,"['Twentieth Century Fox Film Corporation', 'Michael De Luca Productions', 'Rough House Pictures']",['David Gordon Green']
21724,Dance Flick,"['Action', 'Comedy', 'Music']","['Megan', 'Thomas']",street dancer thomas uncles is from the wrong side of the tracks but his bond with the beautiful megan white might help the duo realize their dreams as they enter in the mother of all dance battles,"['Paramount Pictures', 'MTV Films', 'Wayans Bros. Entertainment']",['Damien Dante Wayans']
278,The Shawshank Redemption,"['Drama', 'Crime']","['Andy Dufresne', ""Ellis Boyd 'Red' Redding""]",framed in the 1940s for the double murder of his wife and her lover upstanding banker andy dufresne begins a new life at the shawshank prison where he puts his accounting skills to work for an amoral warden during his long stretch in prison dufresne comes to be admired by the other inmates  including an older prisoner named red  for his integrity and unquenchable sense of hope,['Castle Rock Entertainment'],['Frank Darabont']
9290,Crocodile Dundee in Los Angeles,"['Adventure', 'Comedy']","[""Michael J. 'Crocodile' Dundee"", 'Sue Charleton']",after settling in the tiny australian town of walkabout creek with his significant other and his young son mick crocodile dundee is thrown for a loop when a prestigious los angeles newspaper offers his honey a job the family migrates back to the united states and croc and son soon find themselves learning some lessons about american life  many of them inadvertent,"['Bungalow Productions', 'Silver Lion Films', 'Vision View Entertainment']",['Simon Wincer']
11543,Kingpin,['Comedy'],"['Roy Munson', 'Ishmael Boorg']",after bowler roy munson swindles the wrong crowd and is left with a hook for a hand he settles into impoverished obscurity that is until he uncovers the next big thing an amish kid named ishmael so the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with big ern,"['Motion Picture Corporation of America', 'Metro-Goldwyn-Mayer (MGM)']","['Bobby Farrelly', 'Peter Farrelly']"
284536,The Gambler,"['Thriller', 'Crime', 'Drama']","['Jim Bennett', 'Frank']",literature professor jim bennett leads a secret life as a highstakes gambler always a risktaker bennett bets it all when he borrows from a gangster and offers his own life as collateral staying one step ahead he pits his creditor against the operator of an illicit gambling ring while garnering the attention of frank a paternalistic loan shark as his relationship with a student deepens bennett must risk everything for a second chance,"['Paramount Pictures', 'Closest to the Hole Productions', 'Leverage Entertainment', 'Chartoff-Winkler Productions']",['Rupert Wyatt']
152737,August: Osage County,"['Comedy', 'Drama']","['Violet Weston', 'Barbara Weston']",a look at the lives of the strongwilled women of the weston family whose paths have diverged until a family crisis brings them back to the midwest house they grew up in and to the dysfunctional woman who raised them,"['Jean Doumanian Productions', 'Smokehouse Pictures']",['John Wells']
13374,Ice Princess,"['Drama', 'Comedy', 'Family']","['Casey Carlyle', 'Joan Carlyle']",with the help of her coach her parents and the boy who drives the zamboni machine nothing can stop casey trachtenberg from realizing her dream to be a champion figure skater,"['Walt Disney Pictures', 'Bridget Johnson Films', 'Skate Away Productions']",['Tim Fywell']
8976,A Lot Like Love,['Comedy'],"['Oliver Martin', 'Emily Friehl']",on a flight from los angeles to new york oliver and emily make a connection only to decide that they are poorly suited to be together over the next seven years however they are reunited time and time again they go from being acquaintances to close friends to  lovers,"['Mile High Productions', 'Kevin Messick Productions', 'Touchstone Pictures', 'Beacon Pictures']",['Nigel Cole']
319888,Eddie the Eagle,"['Comedy', 'Drama', 'History']","['Eddie ""the Eagle"" Edwards', 'Chuck Berghorn']",inspired by true events eddie the eagle is a feelgood story about michael eddie edwards taron egerton an unlikely but courageous british skijumper who never stopped believing in himself  even as an entire nation was counting him out with the help of a rebellious and charismatic coach played by hugh jackman eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 calgary winter olympics,"['Studio Babelsberg', 'Twentieth Century Fox Film Corporation', 'Marv Films', 'Saville Productions']",['Dexter Fletcher']
9469,He Got Game,['Drama'],"['Jake Shuttlesworth', 'Jesus Shuttlesworth']",a basketball players father must try to convince him to go to a college so he can get a shorter sentence,"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']",['Spike Lee']
1909,Don Juan DeMarco,"['Romance', 'Drama', 'Comedy']","['Don Juan deMarco', 'Dr. Jack Mickler']",john arnold demarco is a man who believes he is don juan the greatest lover in the world clad in a cape and mask demarco undergoes psychiatric treatment with dr jack mickler to cure him of his apparent delusion but the psychiatric sessions have an unexpected effect on the psychiatric staff and most profoundly dr mickler who rekindles the romance in his complacent marriage,"['New Line Cinema', 'American Zoetrope']",['Jeremy Leven']
22971,Dear John,"['Drama', 'Romance', 'War']","['Savannah Lynn Curtis', 'John Tyree']",sergeant john tyree is home on a 2 week leave from germany he meets savannah after he dives into the ocean to retrieve savannahs purse that had fallen off the pier john falls in love with savannah who is a student on spring break helping build a house for habitat for humanity a romance occurs and savannah falls deeply in love with john she promises to write john overseas until he returns,['Screen Gems'],['Lasse Hallström']
34813,The Losers,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']","['Franklin Clay', 'Aisha al-Fadhil']",a tale of double cross and revenge centered upon the members of an elite us special forces unit sent into the bolivian jungle on a search and destroy mission the teamclay jensen roque pooch and cougar find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as max presumed dead the group makes plans to even the score when theyre joined by the mysterious aisha a beautiful operative with her own agenda working together they must remain deep undercover while tracking the heavilyguarded max a ruthless man bent on embroiling the world in a new hightech global war,"['DC Comics', 'Weed Road Pictures', 'Dark Castle Entertainment', 'Warner Bros.', 'DC Entertainment']",['Sylvain White']
46261,Don't Be Afraid of the Dark,"['Fantasy', 'Horror', 'Thriller']","['Kim', 'Alex Hirst']",a young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own,"['Miramax Films', 'Gran Via Productions', 'FilmDistrict', 'Necropia', 'Tequila Gang']",['Troy Nixey']
10431,War,"['Action', 'Thriller', 'Crime']","['Rogue', 'Special Agent Jack Crawford']",fbi agent jack crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin rogue but when rogue turns up years later to take care of some unfinished business he triggers a violent clash of rival gangs will the truth come out before its too late and when the dust settles who will remain standing,"['Mosaic Media Group', 'Current Entertainment', 'Lionsgate', 'Fierce Entertainment', 'Province of British Columbia Production Services Tax Credit', 'Rogue Films']",['Philip G. Atwell']
8051,Punch-Drunk Love,"['Comedy', 'Drama', 'Romance']","['Barry Egan', 'Lena Leonard']",a beleaguered smallbusiness owner gets a harmonium and embarks on a romantic journey with a mysterious woman,"['Columbia Pictures', 'New Line Cinema', 'Ghoulardi Film Company']",['Paul Thomas Anderson']
9352,EuroTrip,['Comedy'],"['Scott Thomas', 'Cooper Harris']",when scott learns that his longtime cyberbuddy from berlin is a gorgeous young woman he and his friends embark on a trip across europe,"['DreamWorks SKG', 'The Montecito Picture Company', 'Blue Sea Productions']",['Jeff Schaffer']
10167,Half Past Dead,"['Crime', 'Action', 'Thriller']","['Sasha Petrosevitch', 'Donald Robert Johnson']",this movie tells the story of a man who goes undercover in a hitech prison to find out information to help prosecute those who killed his wife while there he stumbles onto a plot involving a deathrow inmate and his 200 million stash of gold,"['Franchise Pictures', 'Screen Gems']",['Don Michael Paul']
18147,Unaccompanied Minors,"['Comedy', 'Family']","['Oliver Porter', 'Zach Van Bourke']",five disparate kids snowed in at the airport on christmas eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded,[],['Paul Feig']
17170,"Bright Lights, Big City",['Drama'],"['Jamie Conway', 'Tad Allagash']",a young kid from kansas moves to new york to work on a magazine he gets caught up in the world of drink and drugs and starts a steady decline the only hope is the cousin of one of his drinking partners can she pull him through it ,"['United Artists', 'Mirage Enterprises', 'CST Telecommunications', 'Star Partners']",['James Bridges']
18975,The Adventures of Pinocchio,"['Animation', 'Family', 'Fantasy']","['Geppetto', 'Pinocchio']",one of puppetmaker geppettos creations comes magically to life this puppet pinocchio has one major desire and that is to become a real boy someday in order to accomplish this goal he has to learn to act responsibly this film shows you the adventures on which he learns valuable lessons,"['New Line Cinema', 'The Kushner-Locke Company', 'Savoy Pictures']",['Steve Barron']
15487,The Greatest Game Ever Played,"['Drama', 'Family']","['Francis Ouimet', 'Harry Vardon']",a biopic of 20yearold francis ouimet who defeated his golfing idol and 1900 us open champion harry vardon,['Walt Disney Pictures'],['Bill Paxton']
22825,The Box,"['Thriller', 'Science Fiction']","['Norma Lewis', 'Arthur Lewis']",norma and arthur lewis a suburban couple with a young child receive a simple wooden box as a gift which bears fatal and irrevocable consequences a mysterious stranger delivers the message that the box promises to bestow upon its owner 1 million with the press of a button however pressing this button will simultaneously cause the death of another human being somewhere in the world someone they dont know with just 24 hours to have the box in their possession norma and arthur find themselves in the crosshairs of a startling moral dilemma and must face the true nature of their humanity,"['Media Rights Capital', 'Lin Pictures', 'Warner Bros.', 'Darko Entertainment', 'Radar Pictures']",['Richard Kelly']
11152,The Ruins,"['Drama', 'Horror']","['Eric', 'Jeff McIntire']",a group of friends whose leisurely mexican holiday takes a turn for the worse when they along with a fellow tourist embark on a remote archaeological dig in the jungle where something evil lives among the ruins,"['Spyglass Entertainment', 'Pacific Film and Television Commission', 'DreamWorks Pictures', 'Red Hour Films', 'Internationale Filmproduktion Prometheus']",['Carter Smith']
1831,The Next Best Thing,['Comedy'],"['Abbie Reynolds', 'Robert Whittaker']",a comedydrama about best friends  one a straight woman abbie the other a gay man robert  who decide to have a child together five years later abbie falls in love with a straight man and wants to move away with her and roberts little boy sam and a nasty custody battle ensues,"['Paramount Pictures', 'Lakeshore Entertainment']",['John Schlesinger']
43931,My Soul to Take,"['Drama', 'Horror', 'Mystery', 'Thriller']","['Adam ""Bug"" Hellerman', 'Alex Dunkelman']",a serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest,"['Relativity Media', 'Rogue']",['Wes Craven']
10591,The Girl Next Door,['Comedy'],"['Matthew Kidman', 'Danielle']",exceptionally ambitious high schooler matthew has aspirations for a career in politics when he falls in love with his gorgeous 19yearold neighbor danielle but matthews bright future is jeopardized when he finds danielle was once a porn star as danielles past catches up with her matthews love for her forces him to reevaluate his goals,"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Daybreak']",['Luke Greenfield']
10861,Maximum Risk,"['Action', 'Adventure', 'Thriller']","['Mikhail Suverov', 'Alex Minetti']",a policeman takes his twin brothers place and inherits his problems and a beautiful girlfriend he is forced to kickbox his way from france to the us and back while playing footsie with the fbi and russian mafia not just muscles with a badge the policeman must find the answers to some tough questions none harder than what the heck is an accordian player doing in a sauna,['Columbia Pictures'],['Ringo Lam']
12770,Stealing Harvard,"['Action', 'Comedy', 'Drama']","['John Plummer', ""Walter P. 'Duff' Duffy""]",john and his girlfriend have vowed to marry once they save 30000 for their dream house but the minute they achieve their financial goal john finds out his niece has been accepted at harvard and hes reminded of his promise to pay for her tuition nearly 30000 johns friend duff convinces him to turn to petty crime to make the payment  but duffs harebrained schemes spin quickly out of control,"['Columbia Pictures', 'Imagine Entertainment', 'Revolution Studios']",['Bruce McCulloch']
276907,Legend,"['Crime', 'Thriller']","['Ronald Kray / Reginald Kray', 'Frances Shea']",suave charming and volatile reggie kray and his unstable twin brother ronnie start to leave their mark on the london underworld in the 1960s using violence to get what they want the siblings orchestrate robberies and murders while running nightclubs and protection rackets with police detective leonard nipper read hot on their heels the brothers continue their rapid rise to power and achieve tabloid notoriety,"['Working Title Films', 'Cross Creek Pictures', 'Anton Capital Entertainment (ACE)']",['Brian Helgeland']
10074,Hot Rod,"['Action', 'Comedy']","['Rod Kimble', 'Denise']",for rod kimball performing stunts is a way of life even though he is rather accidentprone poor rod cannot even get any respect from his stepfather frank who beats him up in weekly sparring matches when frank falls ill rod devises his most outrageous stunt yet to raise money for franks operation  and then rod will kick franks butt,['Paramount Pictures'],['Akiva Schaffer']
65055,Shark Night,"['Horror', 'Thriller']","['Sara Palski', 'Dennis Crim']",a weekend at a lake house in the louisiana gulf turns into a nightmare for seven vacationers as they are subjected to freshwater shark attacks,['Incentive Filmed Entertainment'],['David R. Ellis']
